datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/28/2025 12:00:00 PM,1/28/2025 7:00:00 AM,RTO,RTO,RTO,RTO,110230.846,False
1/28/2025 1:00:00 PM,1/28/2025 8:00:00 AM,RTO,RTO,RTO,RTO,108870.445,False
1/28/2025 2:00:00 PM,1/28/2025 9:00:00 AM,RTO,RTO,RTO,RTO,104899.348,False
1/28/2025 3:00:00 PM,1/28/2025 10:00:00 AM,RTO,RTO,RTO,RTO,101785.540,False
1/28/2025 4:00:00 PM,1/28/2025 11:00:00 AM,RTO,RTO,RTO,RTO,99121.608,False
1/28/2025 5:00:00 PM,1/28/2025 12:00:00 PM,RTO,RTO,RTO,RTO,96979.132,False
1/28/2025 6:00:00 PM,1/28/2025 1:00:00 PM,RTO,RTO,RTO,RTO,95450.958,False
1/28/2025 7:00:00 PM,1/28/2025 2:00:00 PM,RTO,RTO,RTO,RTO,94408.057,False
1/28/2025 8:00:00 PM,1/28/2025 3:00:00 PM,RTO,RTO,RTO,RTO,94834.510,False
1/28/2025 9:00:00 PM,1/28/2025 4:00:00 PM,RTO,RTO,RTO,RTO,97702.309,False
1/28/2025 10:00:00 PM,1/28/2025 5:00:00 PM,RTO,RTO,RTO,RTO,102821.918,False
1/28/2025 11:00:00 PM,1/28/2025 6:00:00 PM,RTO,RTO,RTO,RTO,106666.347,False
1/29/2025 12:00:00 AM,1/28/2025 7:00:00 PM,RTO,RTO,RTO,RTO,107051.123,False
1/29/2025 1:00:00 AM,1/28/2025 8:00:00 PM,RTO,RTO,RTO,RTO,105939.415,False
1/29/2025 2:00:00 AM,1/28/2025 9:00:00 PM,RTO,RTO,RTO,RTO,103186.157,False
1/29/2025 3:00:00 AM,1/28/2025 10:00:00 PM,RTO,RTO,RTO,RTO,98772.173,False
1/29/2025 4:00:00 AM,1/28/2025 11:00:00 PM,RTO,RTO,RTO,RTO,94660.018,False
1/29/2025 5:00:00 AM,1/29/2025 12:00:00 AM,RTO,RTO,RTO,RTO,91371.863,False
1/29/2025 6:00:00 AM,1/29/2025 1:00:00 AM,RTO,RTO,RTO,RTO,89440.363,False
1/29/2025 7:00:00 AM,1/29/2025 2:00:00 AM,RTO,RTO,RTO,RTO,88522.880,False
1/29/2025 8:00:00 AM,1/29/2025 3:00:00 AM,RTO,RTO,RTO,RTO,88571.890,False
1/29/2025 9:00:00 AM,1/29/2025 4:00:00 AM,RTO,RTO,RTO,RTO,90134.113,False
1/29/2025 10:00:00 AM,1/29/2025 5:00:00 AM,RTO,RTO,RTO,RTO,94435.099,False
1/29/2025 11:00:00 AM,1/29/2025 6:00:00 AM,RTO,RTO,RTO,RTO,101470.223,False
1/29/2025 12:00:00 PM,1/29/2025 7:00:00 AM,RTO,RTO,RTO,RTO,105741.797,False
1/29/2025 1:00:00 PM,1/29/2025 8:00:00 AM,RTO,RTO,RTO,RTO,103677.925,False
1/29/2025 2:00:00 PM,1/29/2025 9:00:00 AM,RTO,RTO,RTO,RTO,99427.860,False
1/29/2025 3:00:00 PM,1/29/2025 10:00:00 AM,RTO,RTO,RTO,RTO,95834.612,False
1/29/2025 4:00:00 PM,1/29/2025 11:00:00 AM,RTO,RTO,RTO,RTO,93687.617,False
1/29/2025 5:00:00 PM,1/29/2025 12:00:00 PM,RTO,RTO,RTO,RTO,92846.453,False
1/29/2025 6:00:00 PM,1/29/2025 1:00:00 PM,RTO,RTO,RTO,RTO,91842.670,False
1/29/2025 7:00:00 PM,1/29/2025 2:00:00 PM,RTO,RTO,RTO,RTO,91452.878,False
1/29/2025 8:00:00 PM,1/29/2025 3:00:00 PM,RTO,RTO,RTO,RTO,92128.641,False
1/29/2025 9:00:00 PM,1/29/2025 4:00:00 PM,RTO,RTO,RTO,RTO,94795.469,False
1/29/2025 10:00:00 PM,1/29/2025 5:00:00 PM,RTO,RTO,RTO,RTO,99471.649,False
1/29/2025 11:00:00 PM,1/29/2025 6:00:00 PM,RTO,RTO,RTO,RTO,102974.152,False
1/30/2025 12:00:00 AM,1/29/2025 7:00:00 PM,RTO,RTO,RTO,RTO,103286.920,False
1/30/2025 1:00:00 AM,1/29/2025 8:00:00 PM,RTO,RTO,RTO,RTO,102389.073,False
1/30/2025 2:00:00 AM,1/29/2025 9:00:00 PM,RTO,RTO,RTO,RTO,100057.027,False
1/30/2025 3:00:00 AM,1/29/2025 10:00:00 PM,RTO,RTO,RTO,RTO,96415.495,False
1/30/2025 4:00:00 AM,1/29/2025 11:00:00 PM,RTO,RTO,RTO,RTO,93017.982,False
1/30/2025 5:00:00 AM,1/30/2025 12:00:00 AM,RTO,RTO,RTO,RTO,90997.691,False
1/30/2025 6:00:00 AM,1/30/2025 1:00:00 AM,RTO,RTO,RTO,RTO,89964.524,False
1/30/2025 7:00:00 AM,1/30/2025 2:00:00 AM,RTO,RTO,RTO,RTO,89923.198,False
1/30/2025 8:00:00 AM,1/30/2025 3:00:00 AM,RTO,RTO,RTO,RTO,90680.070,False
1/30/2025 9:00:00 AM,1/30/2025 4:00:00 AM,RTO,RTO,RTO,RTO,93146.751,False
1/30/2025 10:00:00 AM,1/30/2025 5:00:00 AM,RTO,RTO,RTO,RTO,98635.063,False
1/30/2025 11:00:00 AM,1/30/2025 6:00:00 AM,RTO,RTO,RTO,RTO,106605.126,False
1/30/2025 12:00:00 PM,1/30/2025 7:00:00 AM,RTO,RTO,RTO,RTO,111625.231,False
1/30/2025 1:00:00 PM,1/30/2025 8:00:00 AM,RTO,RTO,RTO,RTO,109740.431,False
1/30/2025 2:00:00 PM,1/30/2025 9:00:00 AM,RTO,RTO,RTO,RTO,104528.573,False
1/30/2025 3:00:00 PM,1/30/2025 10:00:00 AM,RTO,RTO,RTO,RTO,100401.128,False
1/30/2025 4:00:00 PM,1/30/2025 11:00:00 AM,RTO,RTO,RTO,RTO,97174.979,False
1/30/2025 5:00:00 PM,1/30/2025 12:00:00 PM,RTO,RTO,RTO,RTO,95115.615,False
1/30/2025 6:00:00 PM,1/30/2025 1:00:00 PM,RTO,RTO,RTO,RTO,93881.368,False
1/30/2025 7:00:00 PM,1/30/2025 2:00:00 PM,RTO,RTO,RTO,RTO,93686.318,False
1/30/2025 8:00:00 PM,1/30/2025 3:00:00 PM,RTO,RTO,RTO,RTO,94925.648,False
1/30/2025 9:00:00 PM,1/30/2025 4:00:00 PM,RTO,RTO,RTO,RTO,97901.310,False
1/30/2025 10:00:00 PM,1/30/2025 5:00:00 PM,RTO,RTO,RTO,RTO,102303.094,False
1/30/2025 11:00:00 PM,1/30/2025 6:00:00 PM,RTO,RTO,RTO,RTO,104503.155,False
1/31/2025 12:00:00 AM,1/30/2025 7:00:00 PM,RTO,RTO,RTO,RTO,103914.247,False
1/31/2025 1:00:00 AM,1/30/2025 8:00:00 PM,RTO,RTO,RTO,RTO,102365.330,False
1/31/2025 2:00:00 AM,1/30/2025 9:00:00 PM,RTO,RTO,RTO,RTO,99363.600,False
1/31/2025 3:00:00 AM,1/30/2025 10:00:00 PM,RTO,RTO,RTO,RTO,94729.942,False
1/31/2025 4:00:00 AM,1/30/2025 11:00:00 PM,RTO,RTO,RTO,RTO,90157.957,False
1/31/2025 5:00:00 AM,1/31/2025 12:00:00 AM,RTO,RTO,RTO,RTO,87031.405,False
1/31/2025 6:00:00 AM,1/31/2025 1:00:00 AM,RTO,RTO,RTO,RTO,85073.461,False
1/31/2025 7:00:00 AM,1/31/2025 2:00:00 AM,RTO,RTO,RTO,RTO,84045.994,False
1/31/2025 8:00:00 AM,1/31/2025 3:00:00 AM,RTO,RTO,RTO,RTO,83925.306,False
1/31/2025 9:00:00 AM,1/31/2025 4:00:00 AM,RTO,RTO,RTO,RTO,85197.716,False
1/31/2025 10:00:00 AM,1/31/2025 5:00:00 AM,RTO,RTO,RTO,RTO,88971.693,False
1/31/2025 11:00:00 AM,1/31/2025 6:00:00 AM,RTO,RTO,RTO,RTO,95277.804,False
1/31/2025 12:00:00 PM,1/31/2025 7:00:00 AM,RTO,RTO,RTO,RTO,99569.509,False
1/31/2025 1:00:00 PM,1/31/2025 8:00:00 AM,RTO,RTO,RTO,RTO,100977.909,False
1/31/2025 2:00:00 PM,1/31/2025 9:00:00 AM,RTO,RTO,RTO,RTO,101424.529,False
1/31/2025 3:00:00 PM,1/31/2025 10:00:00 AM,RTO,RTO,RTO,RTO,101336.752,False
1/31/2025 4:00:00 PM,1/31/2025 11:00:00 AM,RTO,RTO,RTO,RTO,100770.180,False
1/31/2025 5:00:00 PM,1/31/2025 12:00:00 PM,RTO,RTO,RTO,RTO,100045.055,False
1/31/2025 6:00:00 PM,1/31/2025 1:00:00 PM,RTO,RTO,RTO,RTO,98807.405,False
1/31/2025 7:00:00 PM,1/31/2025 2:00:00 PM,RTO,RTO,RTO,RTO,97398.597,False
1/31/2025 8:00:00 PM,1/31/2025 3:00:00 PM,RTO,RTO,RTO,RTO,96621.207,False
1/31/2025 9:00:00 PM,1/31/2025 4:00:00 PM,RTO,RTO,RTO,RTO,97063.388,False
1/31/2025 10:00:00 PM,1/31/2025 5:00:00 PM,RTO,RTO,RTO,RTO,98600.135,False
1/31/2025 11:00:00 PM,1/31/2025 6:00:00 PM,RTO,RTO,RTO,RTO,98996.243,False
2/1/2025 12:00:00 AM,1/31/2025 7:00:00 PM,RTO,RTO,RTO,RTO,97467.663,False
2/1/2025 1:00:00 AM,1/31/2025 8:00:00 PM,RTO,RTO,RTO,RTO,95563.845,False
2/1/2025 2:00:00 AM,1/31/2025 9:00:00 PM,RTO,RTO,RTO,RTO,92902.920,False
2/1/2025 3:00:00 AM,1/31/2025 10:00:00 PM,RTO,RTO,RTO,RTO,89301.218,False
2/1/2025 4:00:00 AM,1/31/2025 11:00:00 PM,RTO,RTO,RTO,RTO,85590.824,False
