,MAE_MW,RMSE_MW,MAPE_pct,R2
gradient_boosting,2661.07600015914,3412.7157639883208,2.6364599362153003,0.9204682735847031
seasonal_naive_168h,18688.751642857147,21418.652121935782,18.473980385885575,-2.132740683492788
